Time,Temperature
1549379660,70.4
1549379661,69.8
1549379661,69.8
1549379662,69.8
1549379662,69.8
1549379663,70.4
1549379663,69.8
1549379664,69.8
1549379664,69.8
1549379665,69.8
1549379665,69.8
1549379666,69.8
1549379666,69.8
1549379667,69.8
1549379667,70.4
1549379668,70.4
1549379668,70.4
1549379669,69.8
1549379669,69.8
1549379670,70.4
1549379670,69.8
1549379671,69.8
1549379671,69.3
1549379672,69.8
1549379672,70.4
1549379673,69.8
1549379673,70.4
1549379674,69.8
1549379674,69.8
1549379675,70.4
1549379675,69.3
1549379676,69.8
1549379676,69.8
1549379677,69.3
1549379678,69.8
1549379678,69.8
1549379679,69.3
1549379679,69.8
1549379680,69.8
1549379680,69.3
1549379681,69.8
1549379681,69.3
1549379682,69.8
1549379682,69.3
1549379683,69.3
1549379683,69.3
1549379684,68.8
1549379684,69.3
1549379685,69.8
1549379685,69.3
1549379686,69.3
1549379686,69.3
1549379687,69.3
1549379687,68.8
1549379688,69.3
1549379688,69.3
1549379689,68.8
1549379689,69.3
1549379690,69.8
1549379690,69.3
1549379691,69.8
1549379691,68.8
1549379692,69.3
1549379692,69.3
1549379693,69.3
1549379693,69.8
1549379694,69.8
1549379694,69.8
1549379695,69.3
1549379695,69.8
1549379696,69.3
1549379696,69.3
1549379697,69.3
1549379697,69.3
1549379698,69.3
1549379698,69.3
1549379699,69.3
1549379699,68.8
1549379700,69.3
1549379700,69.8
1549379701,69.3
1549379702,69.3
1549379702,69.3
1549379703,69.3
1549379703,69.3
1549379704,68.8
1549379704,69.3
1549379705,69.8
1549379705,69.3
1549379706,69.3
1549379706,68.8
1549379707,69.3
1549379707,69.3
1549379708,69.3
1549379708,69.3
1549379709,69.8
1549379709,69.3
1549379710,69.3
1549379710,69.3
1549379711,69.8
1549379711,69.8
1549379712,68.8
1549379712,69.3
1549379713,69.3
1549379713,69.3
1549379714,69.3
1549379714,68.8
1549379715,69.3
1549379715,69.8
1549379716,68.8
1549379716,68.8
1549379717,69.3
1549379717,68.8
1549379718,69.8
1549379718,69.8
1549379719,69.8
1549379719,69.8
1549379720,68.8
1549379720,69.3
1549379721,69.3
1549379721,69.3
1549379722,69.3
1549379722,69.3
1549379723,68.8
1549379723,69.3
1549379724,69.3
1549379725,68.8
1549379725,69.3
1549379726,69.3
1549379726,68.8
1549379727,69.3
1549379727,68.8
1549379728,69.8
1549379728,68.8
1549379729,68.8
1549379729,69.3
1549379730,69.3
1549379730,68.8
1549379731,68.8
1549379731,68.8
1549379732,68.8
1549379732,69.3
1549379733,68.8
1549379733,68.8
1549379734,68.8
1549379734,68.8
1549379735,69.3
1549379735,68.8
1549379736,69.3
1549379736,68.8
1549379737,68.8
1549379737,69.3
1549379738,68.8
1549379738,69.3
1549379739,68.8
1549379739,68.8
1549379740,69.3
1549379740,69.8
1549379741,68.8
1549379741,68.8
1549379742,68.8
1549379742,69.3
1549379743,69.3
1549379743,68.8
1549379744,68.8
1549379744,69.3
1549379745,69.3
1549379745,68.8
1549379746,69.3
1549379746,68.8
1549379747,68.8
1549379748,69.3
1549379748,68.8
1549379749,69.3
1549379749,68.8
1549379750,68.8
1549379750,68.8
1549379751,69.8
1549379751,69.3
1549379752,68.8
1549379752,68.8
1549379753,69.3
1549379753,69.3
1549379754,69.3
1549379754,68.8
1549379755,69.3
1549379755,68.8
1549379756,68.8
1549379756,69.3
1549379757,69.3
1549379757,69.3
1549379758,69.3
1549379758,68.8
1549379759,69.3
1549379759,69.3
1549379760,69.8
1549379760,69.3
1549379761,68.8
1549379761,69.3
1549379762,69.3
1549379762,68.8
1549379763,68.8
1549379763,68.8
1549379764,69.3
1549379764,68.8
1549379765,69.3
1549379765,69.3
1549379766,68.8
1549379766,68.8
1549379767,68.8
1549379767,68.8
1549379768,69.3
1549379768,69.3
1549379769,69.3
1549379769,69.3
1549379770,68.8
1549379771,69.3
1549379771,68.8
1549379772,68.8
1549379772,68.8
1549379773,68.8
1549379773,68.8
1549379774,68.8
1549379774,69.3
1549379775,69.3
1549379775,69.3
1549379776,68.8
1549379776,69.3
1549379777,68.8
1549379777,69.3
1549379778,69.3
1549379778,68.8
1549379779,68.8
1549379779,68.8
1549379780,69.3
1549379780,69.3
1549379781,68.8
1549379781,69.3
1549379782,69.3
1549379782,69.3
1549379783,69.3
1549379783,68.8
1549379784,69.3
1549379784,69.3
1549379785,69.3
1549379785,68.8
1549379786,68.8
1549379786,68.8
1549379787,68.8
1549379787,68.8
1549379788,68.8
1549379788,68.8
1549379789,69.3
1549379789,68.8
1549379790,69.3
1549379790,69.3
1549379791,68.8
1549379791,68.8
1549379792,68.8
1549379793,68.8
1549379793,68.8
1549379794,68.8
1549379794,68.8
1549379795,68.8
1549379795,69.3
1549379796,68.8
1549379796,68.8
1549379797,68.8
1549379797,68.8
1549379798,69.3
1549379798,69.3
1549379799,68.8
1549379799,69.3
1549379800,68.8
1549379800,68.8
1549379801,68.8
1549379801,69.3
1549379802,68.8
1549379802,68.8
1549379803,68.8
1549379803,68.8
1549379804,69.3
1549379804,69.3
1549379805,68.8
1549379805,68.8
1549379806,68.8
1549379806,68.8
1549379807,68.8
1549379807,69.3
1549379808,68.8
1549379808,68.8
1549379809,68.8
1549379809,68.8
1549379810,68.8
1549379810,68.8
1549379811,68.8
1549379811,69.3
1549379812,68.8
1549379812,68.8
1549379813,68.8
1549379813,68.8
1549379814,68.8
1549379814,69.3
1549379815,68.8
1549379815,69.3
1549379816,68.8
1549379817,68.8
1549379817,68.8
1549379818,69.3
1549379818,68.8
1549379819,69.3
1549379819,68.8
1549379820,67.7
1549379820,68.8
1549379821,68.8
1549379821,68.8
1549379822,68.8
1549379822,68.8
1549379823,68.8
1549379823,69.3
1549379824,68.8
1549379824,68.8
1549379825,68.8
1549379825,69.3
1549379826,68.8
1549379826,68.8
1549379827,69.3
1549379827,69.3
1549379828,69.3
1549379828,68.8
